Year,Pick,Draft,Pick in Draft,Drafted By,Name,Height,Weight,College,Birthday
2000,1.09,1,9,Rockets,Joel Przybilla,7'1,255,Minnesota,1979-10-10
2000,1.1,1,10,Magic,Keyon Dooling,6'3,196,Missouri,1980-05-08
2000,1.11,1,11,Celtics,Jerome Moiso,6'10,232,UCLA,1978-06-15
2000,1.12,1,12,Mavericks,Etan Thomas,6'9,256,Syracuse,1978-04-01
2000,1.13,1,13,Magic,Courtney Alexander,6'5,205,Fresno State,1977-04-27
2000,1.14,1,14,Pistons,Mateen Cleaves,6'3,210,Michigan State,1977-09-07
2000,1.15,1,15,Bucks,Jason Collier,7'0,260,Georgia Tech,1977-09-08
2000,1.16,1,16,Kings,Hidayet Turkoglu,6'8,220,,1979-03-19
2000,1.17,1,17,Supersonics,Desmond Mason,6'5,222,Oklahoma State,1977-10-11
2000,1.18,1,18,Clippers,Quentin Richardson,6'6,236,DePaul,1980-04-13
2000,1.19,1,19,Hornets,Jamaal Magloire,6'11,259,Kentucky,1978-05-21
2000,1.2,1,20,76ers,Speedy Claxton,5'11,166,Hofstra,1978-05-08
2000,1.21,1,21,Raptors,Morris Peterson,6'7,215,Michigan State,1977-08-26
2000,1.22,1,22,Knicks,Donnell Harvey,6'8,216,Florida,1980-08-26
2000,1.23,1,23,Jazz,DeShawn Stevenson,6'5,210,,1981-04-03
2000,1.24,1,24,Bulls,Dalibor Bagaric,7'1,255,,1980-02-07
2000,1.25,1,25,Suns,Iakovos Tsakalidis,7'2,285,,1979-06-10
2000,1.26,1,26,Nuggets,Mamadou NDiaye,7'0,255,Auburn,1975-06-16
2000,1.27,1,27,Pacers,Primoz Brezec,7'1,243,,1979-10-02
2000,1.28,1,28,Trailblazers,Erick Barkley,6'1,177,St. John's,1978-02-21
2000,1.29,1,29,Lakers,Mark Madsen,6'9,236,Stanford,1976-01-28
2000,2.01,2,1,Clippers,Marko Jaric,6'8,210,,1978-12-10
2000,2.02,2,2,Mavericks,Dan Langhi,6'11,220,Vanderbilt,1977-11-28
2000,2.03,2,3,Bulls,A.J. Guyton,6'2,185,Indiana,1978-02-13
2000,2.04,2,4,Bulls,Jake Voskuhl,6'11,245,Connecticut,1977-11-01
2000,2.05,2,5,Bulls,Khalid El-Amin,5'9,200,Connecticut,1979-04-25
2000,2.06,2,6,Wizards,Mike Smith,6'8,195,Louisiana-Monroe,1976-04-15
2000,2.07,2,7,Nets,Soumalia Samake,7'0,230,,1978-03-18
2000,2.08,2,8,Heat,Eddie House,6'0,176,Arizona State,1978-05-14
2000,2.09,2,9,Rockets,Eduardo Najera,6'8,240,Oklahoma,1976-07-11
2000,2.1,2,10,Knicks,Lavor Postell,6'5,205,St. John's,1978-02-26
2000,2.11,2,11,Hawks,Hanno Mottola,6'11,247,Utah,1976-09-09
2000,2.12,2,12,Spurs,Chris Carrawell,6'6,215,Duke,11-25-1977
2000,2.13,2,13,Supersonics,Olumide Oyedeji,6'10,240,,1981-05-11
2000,2.14,2,14,Bucks,Michael Redd,6'6,214,Ohio State,1979-08-24
2000,2.15,2,15,Pistons,Brian Cardinal,6'8,245,Purdue,1977-05-02
2000,2.16,2,16,Kings,Jabari Smith,6'11,240,LSU,1977-04-12
2000,2.17,2,17,Raptors,DeeAndre Hulett,6'8,205,IBL,12-29-1980
2000,2.18,2,18,Sonics,Josip Sesar,6'6,211,,1-17-1978
2000,2.19,2,19,76ers,Mark Karcher,6'5,214,Temple,11-22-1978
2000,2.2,2,20,Bucks,Jason Hart,6'3,185,Syracuse,1978-04-29
2000,2.21,2,21,Jazz,Kaniel Dickens,6'8,234,Idaho,7-21-1978
2000,2.22,2,22,Timberwolves,Igor Rakocevic,6'3,183,,1978-03-29
2000,2.23,2,23,Heat,Ernest Brown,7'0,255,Indian Hills CC,1979-05-17
2000,2.24,2,24,Nuggets,Dan McClintock,7'0,260,Northern Arizona,1977-04-19
2000,2.25,2,25,Spurs,Cory Hightower,6'8,201,Indian Hills CC,7-30-1979
2000,2.26,2,26,Warriors,Chris Porter,6'7,218,Auburn,1978-05-09
2000,2.27,2,27,Pacers,Jaquay Walls,6'3,171,Colorado,4-3-1978
2000,2.28,2,28,Hawks,Scoonie Penn,5'10,185,Ohio State,1-9-1977
2000,2.29,2,29,Mavericks,Pete Mickeal,6'5,229,Cincinatti,2-22-1978
1999,1.01,1,1,Bulls,Elton Brand,6'8,275,Duke,1979-03-11
1999,1.02,1,2,Grizzlies,Steve Francis,6'3,195,Maryland,1978-02-21
1999,1.03,1,3,Hornets,Baron Davis,6'3,209,UCLA,1979-04-13
1999,1.04,1,4,Clippers,Lamar Odom,6'10,220,Rhode Island,1979-11-06
1999,1.05,1,5,Raptors,Jonathan Bender,6'11,202,none,1981-01-30
1999,1.06,1,6,Timberwolves,Wally Szczerbiak,6'7,244,Miami (OH),1977-03-05
1999,1.07,1,7,Wizards,Richard Hamilton,6'6,185,Connecticut,1978-02-14
1999,1.08,1,8,Cavaliers,Andre Miller,6'2,200,Utah,1976-03-19
1999,1.09,1,9,Suns,Shawn Marion,6'7,220,UNLV,1978-05-07
1999,1.1,1,10,Hawks,Jason Terry,6'2,176,Arizona,1977-09-15
1999,1.11,1,11,Cavaliers,Trajan Langdon,6'3,197,Duke,1976-05-13
1999,1.12,1,12,Raptors,Alek Radojevic,7'3,242,Barton County CC,1976-08-08
1999,1.13,1,13,Supersonics,Corey Maggette,6'6,218,Duke,1979-11-12
1999,1.14,1,14,Timberwolves,William Avery,6'2,197,Duke,1979-08-08
1999,1.15,1,15,Knicks,Frederic Weis,7'2,248,,6-22-1977
1999,1.16,1,16,Bulls,Ron Artest,6'6,244,St. John's,1979-11-13
1999,1.17,1,17,Hawks,Cal Bowdler,6'10,245,Old Dominion,1977-03-31
1999,1.18,1,18,Nuggets,James Posey,6'8,215,Xavier,1977-01-13
1999,1.19,1,19,Jazz,Quincy Lewis,6'7,215,Minnesota,1977-06-26
1999,1.2,1,20,Hawks,Dion Glover,6'5,228,Georgia Tech,1978-10-22
1999,1.21,1,21,Warriors,Jeff Foster,6'11,236,Southwest Texas State,1977-01-16
1999,1.22,1,22,Rockets,Kenny Thomas,6'7,261,New Mexico,1977-07-25
1999,1.23,1,23,Lakers,Devean George,6'8,220,Augsburg (MN),1977-08-29
1999,1.24,1,24,Jazz,Andrei Kirilenko,6'9,210,None,1981-02-18
1999,1.25,1,25,Heat,Tim James,6'7,212,Miami (FL),1976-12-26
1999,1.26,1,26,Pacers,Vonteego Cummings,6'3,185,Pittsburgh,1976-02-29
1999,1.27,1,27,Hawks,Jumaine Jones,6'8,218,Georgia,1979-02-10
1999,1.28,1,28,Jazz,Scott Padgett,6'9,240,Kentucky,1976-04-19
1999,1.29,1,29,Spurs,Leon Smith,6'10,235,None,1980-11-02
1999,2.01,2,1,Lakers,John Celestand,6'4,178,Villanova,1977-03-06
1999,2.02,2,2,Clippers,Rico Hill,6'5,247,,2-14-1977
1999,2.03,2,3,Bulls,Michael Ruffin,6'9,246,Tulsa,1977-01-21
1999,2.04,2,4,Nuggets,Chris Herren,6'2,197,Fresno State,1975-09-27
1999,2.05,2,5,Nets,Evan Eschmeyer,6'11,255,Northwestern,1975-05-30
1999,2.06,2,6,Wizards,Calvin Booth,6'11,230,Penn State,1976-05-07
1999,2.07,2,7,Mavericks,Wang ZhiZhi,7'0,255,Bejing (China),1977-07-08
1999,2.08,2,8,Grizzlies,Obinna Ekezie,6'9,270,Maryland,1975-08-22
1999,2.09,2,9,Magic,Laron Profit,6'5,204,Maryland,1977-08-05
1999,2.1,2,10,Cavaliers,A.J. Bramlett,6'10,227,Arizona,1977-01-10
1999,2.11,2,11,Mavericks,Gordan Giricek,6'5,210,None,1977-06-20
1999,2.12,2,12,Nuggets,Francisco Elson,6'11,231,California,2-28-1976
1999,2.13,2,13,Timberwolves,Louis Bullock,6'1,182,Michigan,5-20-1976
1999,2.14,2,14,Hornets,Lee Nailon,6'8,241,TCU,1975-02-22
1999,2.15,2,15,Rockets,Tyrone Washington,6'8,261,Mississippi State,9-16-1976
1999,2.16,2,16,Kings,Ryan Robertson,6'5,190,Kansas,1976-10-02
1999,2.17,2,17,Knicks,J.R. Koch,6'10,225,Iowa,9-10-1976
1999,2.18,2,18,76ers,Todd MacCulloch,7'0,280,Washington,1976-01-27
1999,2.19,2,19,Bucks,Galen Young,6'5,210,Charlotte,10-16-1975
1999,2.2,2,20,Bulls,Lari Ketner,6'9,277,Massachusetts,1977-02-01
1999,2.21,2,21,Rockets,Venson Hamilton,6'10,241,Nebraska,8-11-1977
1999,2.22,2,22,Grizzlies,Antwain Smith,6'6,213,St. Paul's,5-1-1975
1999,2.23,2,23,Trailblazers,Roberto Bergersen,6'5,208,Boise State,1-6-1976
1999,2.24,2,24,Heat,Rodney Buford,6'5,189,Creighton,1977-11-02
1999,2.25,2,25,Pistons,Melvin Levett,6'3,202,Cincinatti,4-25-1976
1999,2.26,2,26,Celtics,Kris Clack,6'4,235,Texas,7-6-1977
1999,2.27,2,27,Warriors,Tim Young,7'0,220,Stanford,1976-02-06
1999,2.28,2,28,Spurs,Emmanuel Ginobili,6'6,210,None,1977-07-28
1999,2.29,2,29,Jazz,Eddie Lucas,6'7,204,Virginia Tech,7-14-1975
